file,top_dir,bytes,sha256,parse_ok,schema_name,schema_version,has_graph,node_count,edge_count,evidence_count
backups/it_50/khawrizm_graph_chunk_it_0025.json,backups,260,898e1917698d5a8dfec0d43bbc07c658c875c10b5079eeb5637e6694b2e117a3,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0026.json,backups,260,709294d4a94ccdea66c62446d461a5027cfaf2cdcb460e5eaec30aafaa1a6e10,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0027.json,backups,260,bbb74488782882c53ec08e6bd8acd1670b94e2ef6f6280e61f55bb451edceb3b,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0028.json,backups,260,10a6741951d23a53d95fc8c9057baf358c66551bfd65a066da7961df256accc1,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0029.json,backups,260,9cdae29aefe9a46f542e39b028a152689656feafe69ee54de83902f5a82679a7,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0030.json,backups,260,2c3a7b836230e3f004db8ccf0f3811a13077c565eea0ee0b15c22b892327d70a,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0031.json,backups,260,707701f96ff991251cbdeb6dff8c673cde589cca1864297907ac273d4f922297,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0032.json,backups,260,7c1dff2dff7853c3c2477f3aecc033f7bb5f55cd5d40fcb26e0daed8c0064f72,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0033.json,backups,260,faa8adc0a6c1aae450a01362afb65827a2ce016824bdba2937be208dfedcc65b,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0034.json,backups,260,72eb59f946d502ac36aeb2393b79b2cb0d326f88ac2792644db31786fd302ad6,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0035.json,backups,260,e22ad799dc099ce88cebf1bfca1572f356617df760b00d1c715f46ab3c80de6d,True,,1.0.0,True,0,0,0
